,name,birthplace,birth_place
36522,Kousuke Atari,"Amami, Kagoshima|Naze, Kagoshima, Japan",
36523,Sean Kingston,Miami,
36524,OneRepublic,"Colorado Springs, Colorado, U.S.",
36525,Soulja Boy,Chicago,
36526,Leona Lewis,London,
36527,Colbie Caillat,Malibu,
36528,We The Kings,,
36529,Metro Station,,
36530,J. Holiday,"Washington, D.C., United States",
36531,Timbaland,Norfolk,
36532,The-Dream,Atlanta,
36533,Peter Bjorn and John,"Stockholm, Sweden",
36534,Lil Mama,New York City,
36535,Cold War Kids,"Long Beach, California|Long Beach, California",
36536,The Fratellis,"Glasgow, Scotland",
36537,Five Finger Death Punch,,
36538,Yael Naim,Paris,
36539,Ryan Bingham,Hobbs,
36540,Ingrid Michaelson,Staten Island,
36541,The Wombats,"{{Nowrap|Liverpool, England, United Kingdom}}",
36542,Mother Mother,"Quadra Island, British Columbia, Canada",
36543,MIKA,,
36544,Darude,Eura,
36545,Cupid,Lafayette,
36546,Radical Face,"Jacksonville, Florida",
36547,Luke Bryan,Leesburg,
36548,Elliott Yamin,Los Angeles,
36549,Flex,Panama City,
36550,Zac Efron,"San Luis Obispo, California, U.S.",
36551,Gorilla Zoe,"Atlanta, Georgia",
36552,Craig Cardiff,Waterloo,
36553,DJ Khaled,State of Palestine,
36554,CHAD,,
36555,Sharpay Evans,,
36556,Coconut Records,,
36557,The Maccabees,,
36558,Amy Adams,"Vicenza, Italy",
36559,Casa De Leones,,
36560,Adan Romero,,
36561,Shop Boyz,"Bankhead, Atlanta|Bankhead, Atlanta|Atlanta, Georgia, United States",
36562,MiMS,,
36563,A Fine Frenzy,,
36564,Elijah Kelley,"LaGrange, Georgia, United States|U.S.",
36565,Collie Buddz,"New Orleans, Louisiana, United States",
36566,AJJ,"Phoenix, Arizona, U.S.","Phoenix, Arizona, U.S."
36567,Jon McLaughlin,Anderson,
36568,HELLYEAH,,
36569,Metalocalypse: Dethklok,,
36570,Diamond D,The Bronx,
36571,Hurricane Chris,,
36572,The Orion Experience,New York City,
36573,Serj Tankian,Beirut,
36574,Ñejo & Dalmata,,
36575,Twiddle,,
36576,Stephen Marley,Wilmington,
36577,Paolo Nutini,Paisley,
36578,Annaleigh Ashford,"Denver, Colorado, U.S.",
36579,En Espíritu Y En Verdad,,
36580,Stateless,,
36581,El Cartel De Nuevo Leon,,
36582,Dear and the Headlights,"Phoenix, Arizona, U.S.",
36583,Kumbia Kings,"Corpus Christi, Texas|Corpus Christi, Texas, United States",
36584,Playa Circle,,
36585,Klaxons,"London, England, United Kingdom",
36586,Germán Montero,,
36587,Shawty Lo,Moultrie,
36588,V.I.C.,New York City,
36589,Kalimba,,
36590,Esperanza de Vida,,
36591,Phil Wickham,"San Diego, California, U.S.",
36592,Blu,,
36593,Little Dragon,"Gothenburg, Sweden",
36594,SDIB,"San Diego, California, United States",
36595,Miranda Cosgrove,Los Angeles,
36596,Scouting For Girls,,
36597,Kat Deluna,,
36598,DJ Felli Fel,Rock Hill,
36599,Nikki Blonsky,"Great Neck, New York, U.S.",
36600,September,,
36601,Patrick Sweany,"Massillon, Ohio|Massillon, Ohio, United States",
36602,DJ Drama,Philadelphia,
36603,Airbourne,,
36604,Bucky Covington,Laurinburg,
36605,The Almost,"Clearwater, Florida, U.S.",
36606,Jowell & Randy,,
36607,Alex Gaudino,Salerno,
36608,Down A.K.A Kilo,,
36609,OV7,Mexico,
36610,Fabrizio Paterlini,Mantua,
36611,Amber Efe,,
36612,Sea Wolf,"Los Angeles, California, United States","Los Angeles, California, United States"
36613,Corbin Bleu,Brooklyn,
36614,U.S.D.A.,,
36615,Eluvium,Tennessee,
36616,Adele,Tottenham,
36617,Britt Nicole,Kannapolis,
36618,Pierce The Veil,,
36619,Castella,,
36620,Flying Lotus,Los Angeles,
36621,Los Sementales de Nuevo León,,
36622,J Moss,,
36623,Deer Tick,"Providence, Rhode Island, United States","Providence, Rhode Island, United States"
36624,Epic45,,
36625,María José,,
36626,Suicide Silence,"Riverside, California|Riverside, California, United States}}",
36627,Nicholas Hooper,England,
36628,J Boog,,
36629,Chris Classic,,
36630,MAXIMUM THE HORMONE,,
36631,Angus & Julia Stone,,
36632,Four Year Strong,"Worcester, Massachusetts, United States",
36633,Banda El Limon,,
36634,Patti Drew,,
36635,Faber Drive,"Mission, British Columbia, Canada",
36636,Secondhand Serenade,"Menlo Park, California, U.S.",
36637,Digitalism,"Hamburg, Germany","Hamburg, Germany"
36638,Tomorrows Bad Seeds,"Hermosa Beach, California",
36639,Kate Nash,Harrow,
36640,blessthefall,"Phoenix, Arizona, United states",
36641,Gummibär,"Berlin, Germany",
36642,Danna Paola,"Mexico City, Distrito Federal, Mexico",
36643,Shekinah Glory Ministry,"Chicago|Chicago, Illinois",
36644,Big Gemini,,
36645,Mohit Chauhan,"Nahan, Himanchal Pradesh",
36646,Saint Privat,,
36647,Marvin Winans,"Detroit, Michigan",
36648,The Last Goodnight,"Enfield, Connecticut|Enfield, Connecticut, United States|USA",
36649,'Legally Blonde' Ensemble,,
36650,Mumm-ra,,
36651,Jackiem Joyner,"Norfolk, Virginia, U.S.",
36652,Grouper,,
36653,Enur,,
36654,Gala,Milan,
36655,Melody Gardot,New Jersey,
36656,Whitley,,
36657,Joe Anderson,,
36658,the bird and the bee,,
36659,Dave Sereny,,
36660,Matt Belsante,,
36661,The Terrible Twos,"Lawrence, Kansas, U.S.",
36662,Puscifer,"Los Angeles, California, United States",
36663,Amnesty,,
36664,Bill Mobley,,
36665,Cynthia Harrell,,
36666,Mike Pinto,,
36667,Kany Garcia,,
36668,James Marsden,"Stillwater, Oklahoma, U.S.",
36669,Vampire Weekend,"New York City, U.S.",
36670,Chuck Wicks,Smyrna,
36671,Atlas Fret,,
36672,Carol Woods,"Jamaica, Queens, New York City, New York (state)|New York, U.S.",
36673,Frightened Rabbit,"Selkirk, Scottish Borders|Selkirk, Scotland",
36674,Burial,,
36675,T.V. Carpio,"Oklahoma City, Oklahoma",
36676,Kate Shindle,,
36677,Ali Tabatabaee,"Tehran, Iran",
36678,Spare Lead,,
36679,Stevie Hoang,"Birmingham, England, UK",
36680,Black Strobe,"Paris, France",
36681,Blest,,
36682,Helena Bonham Carter,"Islington, London, England",
36683,Daniel Ortiz,,
36684,Nature Sound Collection,,
36685,Keke Palmer,Robbins,
36686,Chrisette Michele,Central Islip,
36687,Barcelona,,
36688,Sounds of Nature Relaxation,,
36689,Jim Sturgess,London,
36690,Calvin Harris,Dumfries,
36691,Asia Cruise,,
36692,The Dynamics,,
36693,Brittany Snow,"Tampa, Florida, U.S.",
36694,Nigga,,
36695,Youth Group,"Sydney, Australia",
36696,Baby Boy,,
36697,The Dodos,"San Francisco, California|San Francisco, California, United States",
36698,Amy Macdonald,Bishopbriggs,
36699,Creature Feature,,
36700,Johnny Depp,Owensboro,
36701,Jamie Campbell Bower,"London, England",
36702,Delicatessen,,
36703,Yeasayer,"Brooklyn, New York (state)|New York, United States",
36704,State Of Shock,,
36705,Evan Rachel Wood,"Raleigh, North Carolina, U.S.",
36706,Pressure,,
36707,Orfeh,"New York City, U.S.",
36708,Ólafur Arnalds,Mosfellsbær,
36709,Cary Brothers,Nashville,
36710,Dana Fuchs,New Jersey,
36711,Lil Blacky,,
36712,Battles,,
36713,Glass Candy,"Portland, Oregon, US",
36714,Miranda!,Argentina,
36715,Jordan Pruitt,Hartford,
36716,The Automatic Automatic,,
36717,Silent Sanctuary,,
36718,Playa Limbo,"Guadalajara, Jalisco Mexico",
36719,Jim James,Louisville,
36720,Monty Sharma,Mumbai,
36721,Portico Quartet,"London, England",
36722,Carnifex,,
36723,Martin Luther McCoy,United States,
36724,Doomtree,"Minneapolis, Minnesota, U.S.",
36725,Fair To Midland,,
36726,Emilie-Claire Barlow,Toronto,
36727,Stereoside,,
36728,Yelle,France,
36729,April Watkins,,
36730,Madina Lake,"Chicago, Illinois",
36731,clammbon,"Tokyo, Japan",
36732,S3RL,Brisbane,
36733,Consequence,Queens,
36734,LSD and the Search for God,,
36735,Sojourn,,
36736,Bill Callahan,Wellesley,
36737,DJ Storm,,
36738,Newton Faulkner,Reigate,
36739,Deitrick Haddon Presents Voices of Unity,,
36740,Dyme Def,"Renton, Washington|Renton, Washington (U.S. state)|Washington, United States",
36741,Clear Conscience,,
36742,Delta Spirit,"San Diego, California",
36743,Mika Singh,"Durgapur, West Bengal, India",
36744,Matt Wertz,Liberty,
36745,The Teeth,"Philadelphia, United States",
36746,Framing Hanley,"Nashville, Tennessee, U.S.",
36747,DJ Kahled,,
36748,Larry Chance & The Earls,"Philadelphia, Pennsylvania, United States",
36749,"Francisco ""El Chico"" Elizalde",,
36750,RKM,,
36751,Manchester Orchestra,"Atlanta, Georgia (U.S. state)|Georgia, United States",
36752,Orgone,,
36753,Jason Isbell,Green Hill,
36754,Joe Rogan,Newark,
36755,Chinese Man,,
36756,Mick Harvey,Rochester,
36757,Lü Wencheng,Zhongshan,
36758,Deepfield,"Charleston, South Carolina, United States",
36759,Young Boss,,
36760,Edwards Sanders,,
36761,Alison Hinds,"London, England",
36762,Yves Larock,"Neuchâtel, Switzerland",
36763,The Dear Hunter,"Providence, Rhode Island|Providence, Rhode Island, U.S.",
36764,The Ames Brothers,,
36765,Cruz Martinez presenta Los Super Reyes,,
36766,Bitty McLean,Birmingham,
36767,Adrian Hood,,
36768,Magnate,,
36769,Dirt Poor Robins,,
36770,Envy On The Coast,,
36771,Marketa Irglova and Glen Hansard,,
36772,Jaymay,"New York City, United States",
36773,Jamie T,Wimbledon,
36774,The Maine,"Tempe, Arizona, U.S.","Tempe, Arizona, U.S."
36775,The Section Quartet,"Los Angeles, California, U.S.",
36776,Atlantic Five Jazz Band,,
36777,Obadiah Parker,Scottsdale,
36778,Mikkel S. Eriksen,Trondheim,
36779,Pickin' On Series,,
36780,Cobra Skulls,"Reno, Nevada, United States",
36781,The Showdown,,
36782,Emmure,,
36783,Jack Savoretti,"Westminster, London, UK",
36784,Duranguense Latino,,
36785,Tokio Hotel,"Magdeburg, Germany",
36786,Christopher Walken,Astoria,
36787,The Rooftop Singers,United States,
36788,The Scene Aesthetic,,
36789,Eric Marienthal,"Sacramento, California, U.S.",
36790,Belleruche,"London, United Kingdom",
36791,Nicole Scherzinger,Honolulu,
36792,St. Vincent,Tulsa,
36793,Tim Armstrong,Berkeley,
36794,Dallyn Vail Bayles,,
36795,New Young Pony Club,,
36796,Fiddler's Green,,
36797,Storybook Storytellers,,
36798,Pat Monahan,,
36799,Timaya,Port Harcourt,
36800,Yung Berg,"Miami, Florida, U.S.",
36801,Gerardo Ortiz,"Pasadena, California, United States",
36802,Kimya Dawson & Antsy Pants,"Bedford Hills, New York, U.S.",
36803,Simian Mobile Disco,"London, England",
36804,Jonathan Rhys Meyers,"Dublin, Ireland",
36805,Francis and the Lights,"Oakland, California, United States",
36806,Jayne Wisener,"Ballymoney, Northern Ireland",
36807,Gary Smith,Phoenix,
36808,Misty Edwards,"Andrews, Texas",
36809,Passenger,Brighton,
36810,The Main Drag,"Boston, Massachusetts, United States|U.S.",
36811,Nick Swardson,Minneapolis,
36812,The Pigeon Detectives,"Rothwell, West Yorkshire, England",
36813,Bero Quintanilla,,
36814,David Vandervelde,,
36815,"Right Away, Great Captain!","Atlanta, Georgia|Atlanta, Georgia (U.S. state)|Georgia, United States",
36816,Ken Andrews,Seattle,
36817,Edward Sanders,,
36818,Greg Laswell,Long Beach,
36819,Ray Lavender,,
36820,The Builders and The Butchers,,
36821,Kate Alexa,Melbourne,
36822,Sviatoslav Richter,Zhytomyr,
36823,Sunny Ledfurd,,
36824,Hins Cheung,Guangzhou,
36825,Logic,Gaithersburg,
36826,Justin McBride,,
36827,temposhark,Brighton ,
36828,Fink,Brighton,
36829,Sacha Baron Cohen,Hammersmith,
36830,Steep Canyon Rangers,"Asheville, North Carolina",
36831,Baroness,"Savannah, Georgia|Savannah, Georgia, United","Savannah, Georgia|Savannah, Georgia, United<span class"
36832,Hot 8 Brass Band,"New Orleans, Louisiana|New Orleans, Louisiana",
36833,LB (Remix Factory),,
36834,The Fixxers,"Compton, California",
36835,Play & Pause: Love,,
36836,Wintersleep,"Halifax, Nova Scotia, Canada",
36837,The Five Blobs,,
36838,Ida Corr,Aarhus,
36839,The View,,
36840,Weedeater,,
36841,Music Together,,
36842,Foxx,,
36843,The Tri-City Singers,,
36844,Jah Mason,,
36845,Jerry Martin,,
36846,The Naked Brothers Band,,
36847,Bang Camaro,"Boston, Massachusetts, United States|USA",
36848,Rivers Cuomo,Manhattan,
36849,Dustin Kensrue,Irvine,
36850,Bubbles,,
36851,RyanDan,"Toronto, Ontario, Canada",
36852,Chris Lake,Norwich,
36853,Yeng Constantino,Rodriguez,
36854,Skyhill,,
36855,Orange Goblin,"London, England, UK",
36856,Black Light Burns,"Los Angeles, California, United States",
36857,Craig D'Andrea,,
36858,Panda Bear,,
36859,Johnny Cooper,Phoenix,
36860,Sonic Syndicate,"Falkenberg, Sweden",
36861,Tyler Bates,Los Angeles,
36862,Steve Acho,,
36863,San Danielle,,
36864,Claude Allaire,,
36865,University of Notre Dame Band of the Fighting Irish,,
36866,Motohiro Hata,Nichinan,
36867,Max Stalling,"Uvalde, Texas, United States",
36868,AK-7,Mexico,
36869,The Heavy,"Bath, Somerset, England","Bath, Somerset, England"
36870,Los Razos De Sacramento Y Reynaldo,,
36871,David Brinston,,
36872,Redimi2,Santo Domingo,
36873,That 1 Guy,,
36874,Carlos Rivera,"Huamantla, Tlaxcala, Mexico",
36875,FTISLAND,,
36876,Still Time,"San Luis Obispo, California, United States|USA",
36877,Beverly Crawford,Gainesville,
36878,Brooke Waggoner,Houston,
36879,The Silver Seas,"Nashville, Tennessee",
36880,Miss Jane,,
36881,Innerpartysystem,"Mohnton, Pennsylvania, United States",
36882,Jesus Culture,,
36883,BOOM BOOM SATELLITES,,
36884,David Cooler,,
36885,The Future Kings of Nowhere,,
36886,Skepta,Tottenham,
36887,Abraham Velazquez,,
36888,Operator,,
36889,Jay-R Siaboc,"Toledo, Cebu, Philippines",
36890,The Autumn Defense,,
36891,John Kane,Dundee,
36892,"Slim Thug feat. Paul Wall, Chamillioanire",,
36893,Chris and Thomas,,
36894,Miguel Enriquez,,
36895,Imran Khan feat. Lucky,,
36896,Dela,,
36897,Bucharest Metropolitan Orchestra,,
36898,Coco Band,,
36899,Divine Heresy,"Los Angeles, California",
36900,Thomas Leeb,Klagenfurt,
36901,Army Of Me,,
36902,Peter Auty,"Richmond, North Yorkshire|Richmond, North Riding of Yorkshire, England",
36903,Alan Rickman,Hammersmith,
36904,Al2 El Aldeano,,
36905,Joshua's Troop,,
36906,Conjunto Mar Azul,,
36907,Apparat,,
36908,Tam Y Tex,,
36909,Allyse Smith,,
36910,No More Kings,,
36911,Aimee Allen,Missoula,
36912,Menomena,"Portland, Oregon, United States}}",
36913,J. J. Jackson,Gillett,
36914,Renee & Jeremy,,
36915,DJ Vampiro,,
36916,Bonerama,"New Orleans, Louisiana, United States|USA",
36917,Denise Young,,
36918,BBC National Orchestra Of Wales,,
36919,Evile,"Huddersfield, West Yorkshire, England",
36920,The Gaslight Anthem,"New Brunswick, New Jersey, United States",
36921,Cavalera Conspiracy,"Phoenix, Arizona, United States",
36922,Moriarty,,
36923,Terence Siufay,Macau,
36924,War Of Ages,,
36925,Broken Iris,,
36926,Arthur & Yu,,
36927,Rusko,Leeds,
36928,Tim Neumark,,
36929,Mateo Messina,Seattle,
36930,Calabrese,,
36931,Ilan Eshkeri,London,
36932,Los Alegres de la Sierra,,
36933,Ronnie Liang,"Angeles City, Pampanga Philippines",
36934,Flight of the Conchords,"Wellington, New Zealand",
36935,Sons Of Funk,,
36936,Markéta Irglová,Valašské Meziříčí,
36937,Elvis Perkins,New York City,
36938,Bowerbirds,,
36939,John 5,Grosse Pointe,
36940,Los Titanes De Durango,,
36941,Bajofondo,Argentina/Uruguay,
36942,Kia Shine,,
36943,Wajid,,
36944,Another Animal,,
36945,Gambas & Alvaro,,
36946,Zeromancer,Norway,
36947,Der Soldatenchor und das grosse Blasorchester des Kameradschaftsbundes Frankfurt,,
36948,Sara Haze,,
36949,Jennifer Hershman,,
36950,Pritam,"Kolkata, West Bengal, India",
36951,Mala,,
36952,Dennis Schütze,,
36953,Graham Colton,Oklahoma City,
36954,John Waller,Fayetteville,
36955,Giraffes? Giraffes!,"Massachusetts, New England, United States",
36956,Gypsy Swing Revue,,
36957,Rush Of Fools,,
36958,Rachel Currea,,
36959,Wiretree,"Austin, Texas, United States",
36960,Emigrate,,
36961,Alix Perez,,
36962,Prairie Ramblers,,
36963,Chingo Bling,"Houston, Texas, United States",
36964,Whitechapel,"Knoxville, Tennessee|Knoxville, Tennessee, United States}}","Knoxville, Tennessee|Knoxville, Tennessee, {{nowrap|United States}}"
36965,Interference,,
36966,David Seville,,
36967,Los Cumbieros Del Sur,,
36968,Los Creadorez Del Pasito Duranguense,,
36969,Stuart Townend,,
36970,Harumi,Japanese language|Japanese,
36971,Alberta Cross,"East London, England",
36972,Eduardo Mata,Mexico City,
36973,Grieves,Chicago,
36974,Wonder Pets,,
36975,Joy Wants Eternity,,
36976,Sohodolls,"London, England",
36977,Biffy Clyro,"Kilmarnock, East Ayrshire, Scotland",
36978,Hermano,,
36979,Kelly Sweet,"Cape Cod, Massachusetts|Cape Cod, Massachusetts, United States",
36980,Kevin Drew,Toronto,
36981,Takeharu Ishimoto,Nichinan,
36982,DJ Mehdi,Asnières-sur-Seine,
36983,Balsam Range,,
36984,Tyra B,,
36985,P-Dub,,
36986,Al Fatz,,
36987,Dueto del Sur,,
36988,Graveyard,,
36989,Laura Rhinehart,,
36990,"Slim Thug, Boss Hogg Outlawz",,
36991,Boys Noize,Hamburg,
36992,The Western States Motel,,
36993,Thieves Like Us,,
36994,Ian Britt,,
36995,Bishop Noel Jones,,
36996,Flying Lotus feat. Andreya Triana,,
36997,Konu,,
36998,Uyama Hiroto,,
36999,The Field,,
37000,The Dreadnoughts,"Vancouver, British Columbia, Canada}}",
37001,The Donnis Trio,,
37002,The Little Series,,
37003,Tarja,,
37004,The Alliance,,
37005,La Leyenda,,
37006,The Wipe Outs,,
37007,Schaffer The Darklord,,
37008,Blaqk Audio,"Oakland, California, United States",
37009,James Ray,,
37010,Kristin Andreassen,,
37011,Pacifica,,
37012,Detektivbyrån,"Karlstad, Sweden",
37013,J. Roddy Walston & The Business,,
37014,Entertainment System,,
37015,Steve Conte,"Utica, NY, United States|U.S.",
37016,Daniel Licht,Detroit,
37017,Jamia Simone Nash,"Virginia Beach, Virginia, U.S.",
37018,Heitor Pereira,Rio Grande,
37019,Edgar Allan Poe,Boston,
37020,Die Apokalyptischen Reiter,"Weimar, Germany",
37021,The Deadly Syndrome,"Los Angeles, California",
37022,Edun,,
37023,La Nueva Banda Timbiriche,,
37024,Mandisa,Citrus Heights,
37025,Before Their Eyes,"Findlay, Ohio|Findlay, Ohio",
37026,Lack Of Afro,,
37027,"The Good, the Bad & the Queen",,
37028,Ice Nine Kills,"Boston, Massachusetts, U.S.",
37029,Iration,"Santa Barbara, California|Santa Barbara, California, United States",
37030,Linderos Del Norte,,
37031,Little Barrie,"Nottingham, England",
37032,The Hours,,
37033,Banda La Unica De Jerez La Mera Mera,,
37034,Greenleaf,,
37035,Invisible Inc.,,
37036,Tokyo Brass Style,,
37037,Optimo,,
37038,Pixote,,
37039,Neurosonic,"Vancouver, British Columbia, Canada",
37040,Andy Mason,"Bolton, England",
37041,Hillsong Kids,,
37042,Freemasons,,
37043,Gangsta Rap,,
37044,The Menzingers,,
37045,Weatherbox,"San Diego, California",
37046,Forever The Sickest Kids,,
37047,Duane Stephenson,"Kingston, Jamaica|Kingston, Jamaica",
37048,Lichtkönige,,
37049,The Juju Orchestra,,
37050,US Air Force Band Of The Rockies,,
37051,After Forever,"North Brabant, Netherlands",
37052,The Bonedaddys,,
37053,Sarah Modene,,
37054,Chon Arauza,,
37055,Chuck Ragan,,
37056,Jesu,,
37057,Ben Frost,Melbourne,
37058,Prima J,"Rosemead, California, United States",
37059,Cesar Flores,,
37060,The Peculiar Pretzelmen,,
37061,The Rumble Strips,"Tavistock, Devon|Tavistock, Devon, England",
37062,Mad Conductor,,
37063,Velour,,
37064,Ultra Orange,,
37065,ONE OK ROCK,,
37066,Despised Icon,"Montreal, Quebec, Canada",
37067,Rashid Khan,,
37068,Elvenking,,
37069,Free the Robots,,
37070,George McGregor & The Bronzettes,"Saltcoats,Scotland",
37071,The Bean Pickers Union,,
37072,Richard Graf,,
37073,Javier Martinez Maya,,
37074,El Polaco,,
37075,James Dooley,New York City,
37076,Styl-Plus,"Abuja, Nigeria",
37077,Ruth Ann Goode,,
37078,Rock Plaza Central,"Toronto, Ontario, Canada",
37079,Helen Jane Long,Hampshire,
37080,Cold World,,
37081,Danger,,
37082,Russell Brower,,
37083,Haricharan,"Chennai, Tamil Nadu, India",
37084,Yasmin Levy,Jerusalem,
37085,Jeremy Jay,,
37086,Willy Colon,,
37087,Fee,,
37088,Neeraj Shridhar,Jalandhar,
37089,Urban Dance Squad,"Utrecht (city)|Utrecht, Netherlands",
37090,Monoral,Japan,
37091,Susumu Hirasawa,Adachi-ku,
37092,3OH!3,"Boulder, Colorado, U.S.",
37093,Luis Angel,,
37094,Los Armadillos de la Sierra,,
37095,Drew Holcomb & The Neighbors,,
37096,DJ Vadim,Saint Petersburg,
37097,Smyslovye Gallyutsinatsii,,
37098,Raiatea Helm,,
37099,Emmanuel Horvilleur,,
37100,Emmy Rossum,"New York City, New York (state)|New York, U.S.{{r|""AskMen Questions""}}",
37101,Papa Mali,Vicksburg,
37102,SLG Click,,
37103,The Infamous Stringdusters,"Nashville, Tennessee, United States",
37104,Mariee Sioux,Humboldt County,
37105,Jamie Woon,London,
37106,Whitey,Coventry,
37107,Alvaro Monterrubio,,
37108,Yarn,,
37109,Faunts,"Edmonton, Alberta, Canada",
37110,Casiotone For The Painfully Alone,,
37111,Jeremy Fisher,Hamilton,
37112,God's Chosen,,
37113,Solar Fields,Gothenburg,
37114,Down To The Bone,,
37115,My American Heart,"San Diego, California, United States",
37116,55 Escape,,
37117,Gallows,,
37118,"50 Cent, DJ Whoo Kid",,
